area_code,customer_code,sku_code,gsv,,
E41590,E50866,65003451,-4.01,,
E41590,E50866,65003451,-138.7,,
E41590,E50866,65003451,16404.95,,
E41590,E50866,21079585,8849350.45,,
E41590,E50866,21079585,-4423.26,,
E41590,E50866,20229792,-4827.09,,
E41590,E50866,20229792,14751293.19,,
E41590,E50866,21079585,6490712.8,,
E41590,E50866,21010304,14828515.17,,
E41590,E50866,21093200,643380.12,,
E41590,E50866,21144885,443024.74,,
E41590,E50866,21093200,1269450,,
E41590,E50866,21093200,72345.16,,
E41590,E50866,21093200,-575.11,,
E41590,E50866,21063284,52712.91,,
E41590,E50866,21063284,-69.35,,
E41590,E50866,21063284,1385083.71,,
E41590,E50866,65037071,1848596.1,,
E41590,E50866,65037077,1683400,,
E41590,E50866,65037089,2396806.59,,
E41590,E50866,65037077,-37.53,,
E41590,E50866,65037089,-43.16,,
E41590,E50866,65037071,-37.53,,
E41590,E50866,65037077,-157.06,,
E41590,E50866,65037089,-37.53,,
E41590,E50866,65037072,3250702.23,,
E41590,E50866,65037078,2503614.57,,
E41590,E50866,65037090,3260477.2,,
E41590,E50866,65037078,-164.43,,
E41590,E50866,65037072,-481.55,,
E41590,E50866,65037090,-64.22,,
E41590,E50866,65037078,-1299.26,,
E41590,E50866,65037090,-111.26,,
E41590,E50866,65037070,-192.7,,
E41590,E50866,65037070,1366290.34,,
E41590,E50866,65037076,-71.23,,
E41590,E50866,65037088,1725921.32,,
E41590,E50866,20277449,1499520.74,,
E41590,E50866,21069275,4696633.55,,
E41590,E50866,20277449,-281.78,,
E41590,E50866,20292810,594935.81,,
E41590,E50866,20292816,1292413.98,,
E41590,E50866,20292814,-29.47,,
E41590,E50866,20292814,-176.5,,
E41590,E50866,20293279,3371386.27,,
E41590,E50866,20293277,3707628.79,,
E41590,E50866,20293277,-114.57,,
E41590,E50866,20293279,-785.62,,
E41590,E50866,20293279,-4773.76,,
E41590,E50866,20293278,2060853.67,,
E41590,E50866,20293280,1388707.98,,
E41590,E50866,20293280,-121.3,,
E41590,E50866,20228246,2177374.63,,
E41590,E50866,20228256,829227.51,,
E41590,E50866,20284832,81925.56,,
E41590,E50866,20284833,83442.7,,
E41590,E50866,20228256,-35.82,,
E41590,E50866,20228257,-87.66,,
E41590,E50866,20226140,11147370.08,,
E41590,E50866,20228257,3100106.27,,
E41590,E50866,20228257,-43.83,,
E41590,E50866,20226140,-43.83,,
E41590,E50866,21013983,-71.06,,
E41590,E50866,21013982,-140.42,,
E41590,E50866,21013982,1566526.48,,
E41590,E50866,21013983,3124595.71,,
E41590,E50866,21013987,1377117.06,,
E41590,E50866,21013989,786682.35,,
E41590,E50866,21013983,-435.65,,
E41590,E52587,20304736,-109.38,,
E41590,E52587,65004321,-202.81,,
E41590,E52587,65004320,-135.79,,
E41590,E52587,21148869,-15.48,,
E41590,E52587,21148364,-256.89,,
E41590,E52587,65002840,-1189.24,,
E41590,E52587,65002841,-1061.67,,
E41590,E52587,65002849,251967.69,,
E41590,E52587,21140942,-98.69,,
E41590,E52587,21140942,-308.57,,
E41590,E52587,21140941,-554.49,,
E41590,E52587,21140939,-1353.11,,
E41590,E52587,21141274,154607.46,,
E41590,E52587,21141195,2089.29,,
E41590,E52587,21141222,2089.29,,
E41590,E52587,21141274,2089.29,,
E41590,E52587,21141222,219375.45,,
E41590,E52587,21141195,254805.63,,
E41590,E52587,21008979,344262.97,,
E41590,E52587,21009048,154827.34,,
E41590,E52587,21009048,-296.28,,
E41590,E52587,21008979,-1543.13,,
E41590,E52587,21008977,-2698.74,,
E41590,E52587,21008977,76000.59,,
E41590,E52587,65028821,-186.12,,
E41590,E52587,65024944,-427.68,,
E41590,E52587,65003263,-195.94,,
E41590,E52587,65003263,92812.5,,
E41590,E52587,21045982,-243.26,,
E41590,E52587,21045983,178467.06,,
E41590,E52587,21045983,33283.08,,
E41590,E52587,21029749,-70.2,,
E41590,E52587,21029753,-70.2,,
E41590,E52587,21000763,-2462.09,,
E41590,E52587,21000765,595177.22,,
E41590,E52587,21000769,378399.77,,
E41590,E52587,21000773,295664.24,,
E41590,E52587,21000769,56571.3,,
E41590,E52587,21000773,-1180.46,,
E41590,E52587,21000769,-158.4,,
E41590,E52587,21000773,-235.71,,
E41590,E52587,21000769,-392.22,,
E41590,E52587,21000765,-867.43,,
E41590,E52587,21000767,-857.06,,
E41590,E52587,21000771,-1095.99,,
E41590,E52587,21000767,-25.92,,
E41590,E52587,21012084,31204.26,,
E41590,E52587,21039110,89271.41,,
E41590,E52587,21039111,59430,,
E41590,E52587,21039792,232503.87,,
E41590,E52587,21039110,104478.18,,
E41590,E52587,21039111,99003.72,,
E41590,E52587,21039792,6742.5,,
E41590,E52587,21054827,501337.13,,
E41590,E52587,21039113,109199.98,,
E41590,E52587,21018172,131819.43,,
E41590,E52587,21039113,110798,,
E41590,E52587,21039115,13485,,
E41590,E52587,21041422,221601.35,,
E41590,E52587,21054829,508649.68,,
E41590,E52587,21137489,127238.64,,
E41590,E52587,21137551,128095.77,,
E41590,E52587,21137524,-451.86,,
E41590,E52587,21137551,41850,,
E41590,E52587,21137489,32732.18,,
E41590,E52587,21137489,-51.35,,
E41590,E52587,21137551,-6172.56,,
E41590,E52587,65024857,-68.94,,
E41590,E52587,65024857,49242.6,,
E41590,E52587,65038308,-34.47,,
E41590,E52587,65038308,78753.69,,
E41590,E52587,65038272,-53.04,,
E41590,E52587,65024889,-106.07,,
E41590,E52587,21079585,896117.79,,
E41590,E52587,21079585,-5792.5,,
E41590,E52587,20229792,-480.97,,
E41590,E52587,20229792,1120272.06,,
E41590,E52587,21079585,237160.66,,
E41590,E52587,21010304,1017270,,
E41590,E52587,21093200,52019.34,,
E41590,E52587,21144885,336456.65,,
E41590,E52587,21093200,120120,,
E41590,E52587,21063284,-1290.56,,
E41590,E52587,65037077,-187.65,,
E41590,E52587,65037071,-485.21,,
E41590,E52587,65037089,-385.32,,
E41590,E52587,65037071,206789.76,,
E41590,E52587,65037077,200843.55,,
E41590,E52587,65037089,222499,,
E41590,E52587,65037078,-653.81,,
E41590,E52587,65037072,-109.62,,
E41590,E52587,65037072,230413.62,,
E41590,E52587,65037078,188539.29,,
E41590,E52587,65037090,-57.69,,
E41590,E52587,65037076,-74.79,,
E41590,E52587,20277449,196669.11,,
E41590,E52587,21069275,412620.72,,
E41590,E52587,20277449,-1818.21,,
E41590,E52587,20293277,204525.3,,
E41590,E52587,20293279,230333.47,,
E41590,E52587,20293279,-226.41,,
E41590,E52587,20293278,185400.32,,
E41590,E52587,20293280,147394.9,,
E41590,E52587,20293278,-324.26,,
E41590,E52587,20293280,-184.14,,
E41590,E52587,20228246,230199.21,,
E41590,E52587,20228256,125333.87,,
E41590,E52587,20284832,31764.36,,
E41590,E52587,20228256,-36.27,,
E41590,E52587,20228256,-71.64,,
E41590,E52587,20228246,-660.18,,
E41590,E52587,20228257,-87.66,,
E41590,E52587,20226140,371467.09,,
E41590,E52587,20228257,235802.99,,
E41590,E52587,21013983,-142.12,,
E41590,E52587,21013982,-211.47,,
E41590,E52587,21013982,20301.48,,
E41590,E52587,21013983,209781.96,,
E41590,E52587,21013987,84022.75,,
E41590,E52587,21013989,89664.87,,
E41590,E52587,21013989,-142.12,,
E41590,E52587,21013987,-351.89,,
E41590,E7601,65002840,1405.72,,
E41590,E7601,65002849,146442.76,,
E41590,E7601,21140941,1731.43,,
E41590,E7601,21141274,77303.73,,
E41590,E7601,21141195,16714.32,,
E41590,E7601,21141222,16714.32,,
E41590,E7601,21141274,16714.32,,
E41590,E7601,21141222,87662.43,,
E41590,E7601,21141195,121178.82,,
E41590,E7601,21008979,79286.58,,
E41590,E7601,21009048,33433.76,,
E41590,E7601,21009048,-74.07,,
E41590,E7601,21008977,47172.78,,
E41590,E7601,65003263,58312.48,,
E41590,E7601,21045983,61259,,
E41590,E7601,21045983,21902.32,,
E41590,E7601,21000765,197920.35,,
E41590,E7601,21000769,65999.85,,
E41590,E7601,21000773,81006.33,,
E41590,E7601,21000769,18857.1,,
E41590,E7601,21000765,-79.2,,
E41590,E7601,21000765,-156.51,,
E41590,E7601,21012084,185491.99,,
E41590,E7601,21039110,173788.71,,
E41590,E7601,21039111,126891.4,,
E41590,E7601,21039792,140819.94,,
E41590,E7601,21039110,23588.56,,
E41590,E7601,21054827,613253.2,,
E41590,E7601,21039113,149768.54,,
E41590,E7601,21018172,70765.68,,
E41590,E7601,21039113,37073.56,,
E41590,E7601,21041422,126788.51,,
E41590,E7601,21054829,635002.68,,
E41590,E7601,21137489,41565,,
E41590,E7601,21137551,40966.04,,
E41590,E7601,21137551,16740,,
E41590,E7601,21137489,12589.3,,
E41590,E7601,65024857,-34.47,,
E41590,E7601,65024857,11489.94,,
E41590,E7601,65038308,18055.62,,
E41590,E7601,21079585,605383.79,,
E41590,E7601,20229792,-480.97,,
E41590,E7601,20229792,823821.24,,
E41590,E7601,21079585,137303.54,,
E41590,E7601,21010304,790320,,
E41590,E7601,21093200,14027.16,,
E41590,E7601,21144885,143486.22,,
E41590,E7601,21093200,38220,,
E41590,E7601,21093200,-682.66,,
E41590,E7601,65037071,51772.53,,
E41590,E7601,65037077,31834.31,,
E41590,E7601,65037089,57797.08,,
E41590,E7601,65037072,-342.02,,
E41590,E7601,65037072,-54.81,,
E41590,E7601,65037072,65108.53,,
E41590,E7601,65037078,48831.39,,
E41590,E7601,65037090,81797.07,,
E41590,E7601,65037076,3561.43,,
E41590,E7601,20277449,30191.76,,
E41590,E7601,21069275,83866,,
E41590,E7601,20292810,26528.46,,
E41590,E7601,20292816,4379.95,,
E41590,E7601,20293277,52592.22,,
E41590,E7601,20293279,73044.75,,
E41590,E7601,20293278,28141.12,,
E41590,E7601,20293280,28141.12,,
E41590,E7601,20228246,59699.85,,
E41590,E7601,20228256,20468.52,,
E41590,E7601,20284832,98614.1,,
E41590,E7601,20284833,182056.8,,
E41590,E7601,20226140,206626.83,,
E41590,E7601,20228257,45917.08,,
E41590,E7601,21013982,76130.55,,
E41590,E7601,21013983,123500.67,,
E41590,E7601,21013987,21993.27,,
E41590,E7601,21013989,47370.12,,
E41592,E50879,65004502,-1166.55,,
E41592,E50879,65004502,5348275.12,,
E41592,E50879,65004510,-1072.78,,
E41592,E50879,65004510,2201638.29,,
E41592,E50879,21031406,-25600.64,,
E41592,E50879,21031412,-61220.3,,
E41592,E50879,21031404,696467.61,,
E41592,E50879,21031406,802322.52,,
E41592,E50879,21031412,181989.17,,
E41592,E50879,21031404,-40098.95,,
E41592,E50879,21031406,-40167.67,,
E41592,E50879,21001515,-6353.59,,
E41592,E50879,21019617,-8161.79,,
E41592,E50879,21002844,77879.89,,
E41592,E50879,21002844,-15799.76,,
E41592,E50879,20304736,354988.61,,
E41592,E50879,20304736,-7.93,,
E41592,E50879,20304736,-83.3,,
E41592,E50879,20304739,396110.65,,
E41592,E50879,65004320,2397829.23,,
E41592,E50879,65004313,-167.34,,
E41592,E50879,65004330,1540771.36,,
E41592,E50879,65004332,1507976.23,,
E41592,E50879,65004335,1002982.52,,
E41592,E50879,65004338,1007877.7,,
E41592,E50879,21051980,-142.5,,
E41592,E50879,21051980,-1802.72,,
E41592,E50879,21148868,-34.32,,
E41592,E50879,21148869,-33.12,,
E41592,E50879,21148870,-87.53,,
E41592,E50879,21148868,-1890.9,,
E41592,E50879,21067671,2474395.2,,
E41592,E50879,21148868,791848.68,,
E41592,E50879,21148869,473736.06,,
E41592,E50879,21148870,460767.44,,
E41592,E50879,21148868,-66.66,,
E41592,E50879,21148870,-162.19,,
E41592,E50879,21148869,-226.32,,
E41592,E50879,21148869,2044115.61,,
E41592,E50879,21148870,1674635.95,,
E41592,E50879,21148868,3258884.39,,
E41592,E50879,21148870,-85.82,,
E41592,E50879,21051980,8989.6,,
E41592,E50879,21148868,-54.12,,
E41592,E50879,21148869,-2845.37,,
E41592,E50879,21148870,-1987.81,,
E41592,E50879,21148868,-3237.3,,
E41592,E50879,21051980,2267416.58,,
E41592,E50879,21051988,-288.66,,
E41592,E50879,21086713,1053537.98,,
E41592,E50879,21086714,1516704.66,,
E41592,E50879,21086717,2325484.08,,
E41592,E50879,21086717,798216.34,,
E41592,E50879,21086713,407494.18,,
E41592,E50879,21086714,543696.34,,
E41592,E50879,21039096,2953897.85,,
E41592,E50879,21148364,2953465.6,,
E41592,E50879,21148364,2136080.44,,
E41592,E50879,21148364,1182.86,,
E41592,E50879,21066191,619751.88,,
E41592,E50879,64019107,-49.46,,
E41592,E50879,64019106,337465.64,,
E41592,E50879,64019107,518175.85,,
E41592,E50879,64019108,257024.8,,
E41592,E50879,65038236,272118.29,,
E41592,E50879,64019110,-35797,,
E41592,E50879,64019111,-11879.32,,
E41592,E50879,64019112,-18874.44,,
E41592,E50879,64028163,-962.85,,
E41592,E50879,65038237,-5852.33,,
E41592,E50879,65002840,5167763.75,,
E41592,E50879,65002841,6648266.3,,
E41592,E50879,65002840,156034.77,,
E41592,E50879,65002849,5009544.07,,
E41592,E50879,21140942,2859279.72,,
E41592,E50879,21140939,1355707.08,,
E41592,E50879,21140941,779142,,
E41592,E50879,21140942,607730.76,,
E41592,E50879,21140942,-34062.7,,
E41592,E50879,21140941,5515022.89,,
E41592,E50879,21140939,6047039.22,,
E41592,E50879,21140941,192187.97,,
E41592,E50879,21141274,1620674.8,,
E41592,E50879,21141195,601715.52,,
E41592,E50879,21141222,451286.64,,
E41592,E50879,21141274,175500.36,,
E41592,E50879,21141274,-41599.86,,
E41592,E50879,21141222,2493068.3,,
E41592,E50879,21141195,3600956.12,,
E41592,E50879,21008977,-282.15,,
E41592,E50879,21009048,-4586.24,,
E41592,E50879,21008979,5389103.1,,
E41592,E50879,21009048,1995922.1,,
E41592,E50879,21009048,-23667.12,,
E41592,E50879,21008979,-15468.29,,
E41592,E50879,21008979,-5352.43,,
E41592,E50879,21008979,-12344.99,,
E41592,E50879,21008977,-8156.62,,
E41592,E50879,65028821,-14013.89,,
E41592,E50879,21008977,4762310.42,,
E41592,E50879,21008977,1354907.07,,
E41592,E50879,65028821,1610685.3,,
E41592,E50879,21008977,-2124.54,,
E41592,E50879,65024944,1117050.14,,
E41592,E50879,21045982,-3409,,
E41592,E50879,65003263,-1457.82,,
E41592,E50879,65003263,1755653.62,,
E41592,E50879,21045982,122194.44,,
E41592,E50879,21045982,-12541.32,,
E41592,E50879,21045983,3529086.49,,
E41592,E50879,21045983,276790.2,,
E41592,E50879,21029749,2446903.32,,
E41592,E50879,21029753,3668678.54,,
E41592,E50879,21029754,2607373.98,,
E41592,E50879,21029755,1307599.81,,
E41592,E50879,21000763,-3711.51,,
E41592,E50879,21000763,28485746.56,,
E41592,E50879,21000765,8384653.01,,
E41592,E50879,21000769,3770793.97,,
E41592,E50879,21000773,3670221.49,,
E41592,E50879,21000769,147085.38,,
E41592,E50879,21000773,-14448.32,,
E41592,E50879,21000769,-17363.61,,
E41592,E50879,21000765,-12364.6,,
E41592,E50879,21000773,-5645.82,,
E41592,E50879,21000769,-6811.18,,
E41592,E50879,21000765,-3045.42,,
E41592,E50879,21000767,14162614.77,,
E41592,E50879,21000771,11971251.91,,
E41592,E50879,21000771,-296.23,,
E41592,E50879,21000767,-475.2,,
E41592,E50879,21150627,317828.16,,
E41592,E50879,21012084,1310362.22,,
E41592,E50879,21039110,558505.6,,
E41592,E50879,21039111,364386.04,,
E41592,E50879,21039792,470193.77,,
E41592,E50879,21039110,893945.99,,
E41592,E50879,21039111,530604.9,,
E41592,E50879,21039792,13485,,
E41592,E50879,21054827,1073514.88,,
E41592,E50879,21039113,514034.31,,
E41592,E50879,21018172,738418.01,,
E41592,E50879,21039113,1171908.6,,
E41592,E50879,21018172,139025.85,,
E41592,E50879,21039115,126416.78,,
E41592,E50879,21041422,454369.55,,
E41592,E50879,21054829,1219241.03,,
E41592,E50879,21137489,5037411.72,,
E41592,E50879,21137489,3895327,,
E41592,E50879,21137551,2044020.32,,
E41592,E50879,21137551,9520367.66,,
E41592,E50879,21137551,3417985.43,,
E41592,E50879,21137524,1116574.06,,
E41592,E50879,21137524,2881869.18,,
E41592,E50879,21137551,2996460,,
E41592,E50879,21137489,1613948.26,,
E41592,E50879,21137489,1612500,,
E41592,E50879,21137489,-24322.9,,
E41592,E50879,21137551,-44551.9,,
E41592,E50879,21137524,-2146.16,,
E41592,E50879,65024857,3387396.8,,
E41592,E50879,65038308,-1778.48,,
E41592,E50879,65038308,6460731.69,,
E41592,E50879,65038272,4000043.24,,
E41592,E50879,65024889,2926323.88,,
E41592,E50879,21061779,8756937.58,,
E41592,E50879,65003451,3515285.19,,
E41592,E50879,65003451,-2362.33,,
E41592,E50879,21079585,494080.54,,
E41592,E50879,21079585,-97183.5,,
E41592,E50879,20229792,-811.27,,
E41592,E50879,20229792,2299416.13,,
E41592,E50879,21079585,1042258.69,,
E41592,E50879,21010304,6224659.11,,
E41592,E50879,21093200,-5966.73,,
E41592,E50879,21144885,342496.71,,
E41592,E50879,21093200,393120,,
E41592,E50879,21093200,-4098.27,,
E41592,E50879,21093200,868251.72,,
E41592,E50879,21063284,474891.12,,
E41592,E50879,21063284,-115010.71,,
E41592,E50879,21063284,7504682.39,,
E41592,E50879,21063284,2110627.2,,
E41592,E50879,65037071,7621606.27,,
E41592,E50879,65037077,5167914.66,,
E41592,E50879,65037089,8318013.76,,
E41592,E50879,65037077,-967.74,,
E41592,E50879,65037071,1050.84,,
E41592,E50879,65037089,-943.25,,
E41592,E50879,65037071,-568.5,,
E41592,E50879,65037077,-1163.24,,
E41592,E50879,65037089,-807.55,,
E41592,E50879,65037072,8297958.53,,
E41592,E50879,65037078,5221627.72,,
E41592,E50879,65037090,7822078.35,,
E41592,E50879,65037078,-1738.26,,
E41592,E50879,65037072,-1750.02,,
E41592,E50879,65037090,-830.21,,
E41592,E50879,65037072,449154.38,,
E41592,E50879,65037078,-4833.6,,
E41592,E50879,65037090,547039.98,,
E41592,E50879,65037070,-2918.47,,
E41592,E50879,65037070,8088685.64,,
E41592,E50879,65037076,6224482.78,,
E41592,E50879,65037088,8605313.78,,
E41592,E50879,20277449,2021073.33,,
E41592,E50879,21069275,2602363.09,,
E41592,E50879,20277449,3086.27,,
E41592,E50879,20292810,2293436.91,,
E41592,E50879,20292816,2410909.29,,
E41592,E50879,20292808,2556848.05,,
E41592,E50879,20292814,2503414.47,,
E41592,E50879,20292814,-562.6,,
E41592,E50879,20293279,4470281.79,,
E41592,E50879,20293277,5232318.16,,
E41592,E50879,20293277,-11072.38,,
E41592,E50879,20293279,-19449.65,,
E41592,E50879,20293278,5294324.65,,
E41592,E50879,20293280,3811741.18,,
E41592,E50879,20293278,-3284.67,,
E41592,E50879,20293280,-1135.53,,
E41592,E50879,20228246,10433285.69,,
E41592,E50879,20228256,4337794.53,,
E41592,E50879,20284832,9013708.02,,
E41592,E50879,20284833,3568217.7,,
E41592,E50879,20228256,-288.43,,
E41592,E50879,20228256,-320.67,,
E41592,E50879,20228246,-2623.38,,
E41592,E50879,20284832,-1137.86,,
E41592,E50879,20228249,-18344.47,,
E41592,E50879,20228249,-3586.77,,
E41592,E50879,20228249,3130510.1,,
E41592,E50879,20226140,16453218.6,,
E41592,E50879,20228257,6737050,,
E41592,E50879,20228257,-2385.6,,
E41592,E50879,20226140,-7165.16,,
E41592,E50879,21013983,-4933.25,,
E41592,E50879,21013982,-1187.63,,
E41592,E50879,21013982,174679.01,,
E41592,E50879,21013983,1137750.74,,
E41592,E50879,21013987,413784.76,,
E41592,E50879,21013989,816286.95,,
E41592,E50879,21013989,-1872.82,,
E41592,E50879,21013987,-578.6,,
E41592,E50879,21013983,-313.8,,
E41593,E50860,65004502,-6886.8,,
E41593,E50860,65004502,13916521.77,,
E41593,E50860,65004502,-799.02,,
E41593,E50860,65004510,-3314.92,,
E41593,E50860,65004510,13556121.69,,
E41593,E50860,21050313,-4985.03,,
E41593,E50860,65025118,-2705.73,,
E41593,E50860,65004578,131106.58,,
E41593,E50860,65025118,2758037.74,,
E41593,E50860,21031407,-38495.6,,
E41593,E50860,21031411,-6620.02,,
E41593,E50860,21031405,9263295.59,,
E41593,E50860,21031407,6213550.08,,
E41593,E50860,21031411,5679010.63,,
E41593,E50860,21031405,2790.6,,
E41593,E50860,21031407,1294.58,,
E41593,E50860,21050313,1213022.07,,
E41593,E50860,21031406,-21262.21,,
E41593,E50860,21031412,-9837.58,,
E41593,E50860,21031404,15417620.97,,
E41593,E50860,21031406,9900892.33,,
E41593,E50860,21031412,8523480.5,,
E41593,E50860,21031404,-4038.97,,
E41593,E50860,21031406,7.05,,
E41593,E50860,21001515,-457.96,,
E41593,E50860,21001515,1252740.08,,
E41593,E50860,21019617,1159265.45,,
E41593,E50860,21002844,2081705.63,,
E41593,E50860,21002844,-377.94,,
E41593,E50860,20304736,10125722.48,,
E41593,E50860,20304739,5005819.84,,
E41593,E50860,65004321,10038044.35,,
E41593,E50860,65004320,6901878.72,,
E41593,E50860,65004313,2861516.2,,
E41593,E50860,65004330,3431179.46,,
E41593,E50860,65004332,2549435.96,,
E41593,E50860,65004335,2362897.69,,
E41593,E50860,65004338,3478314.19,,
E41593,E50860,21051980,-6612.65,,
E41593,E50860,21148868,-2424.84,,
E41593,E50860,21067671,12510379.53,,
E41593,E50860,21067671,1515372.82,,
E41593,E50860,21148868,-289.08,,
E41593,E50860,21148869,61141.04,,
E41593,E50860,21148870,91.16,,
E41593,E50860,21148868,5950079.37,,
E41593,E50860,21148869,7178131.17,,
E41593,E50860,21148870,3457662.95,,
E41593,E50860,21148868,12944160.42,,
E41593,E50860,21051980,935.17,,
E41593,E50860,21051988,5520962.78,,
E41593,E50860,21148869,-4287.09,,
E41593,E50860,21148870,-2191.49,,
E41593,E50860,21148868,-10840.5,,
E41593,E50860,21051980,5282587.76,,
E41593,E50860,21051988,8943.83,,
E41593,E50860,21051988,-8014.93,,
E41593,E50860,21086713,845153.37,,
E41593,E50860,21086714,1661343.78,,
E41593,E50860,21086717,3134520,,
E41593,E50860,21086717,977068.8,,
E41593,E50860,21086713,264414.74,,
E41593,E50860,21086714,602979.6,,
E41593,E50860,21039096,4306518.46,,
E41593,E50860,21148364,762944.7,,
E41593,E50860,21148364,1453842.82,,
E41593,E50860,21148364,10787920.18,,
E41593,E50860,21148364,-96.04,,
E41593,E50860,21148364,5164315.82,,
E41593,E50860,21148364,593795.72,,
E41593,E50860,21039097,5206713.4,,
E41593,E50860,21066191,1443570.49,,
E41593,E50860,21066191,-74.95,,
E41593,E50860,64019107,1686.16,,
E41593,E50860,64019106,-1177.51,,
E41593,E50860,64019106,320561.28,,
E41593,E50860,64019107,1342749.28,,
E41593,E50860,64019108,495870.38,,
E41593,E50860,65038236,848699.76,,
E41593,E50860,64019110,391.56,,
E41593,E50860,21066192,313415.78,,
E41593,E50860,21066194,476356.33,,
E41593,E50860,64019110,231002.52,,
E41593,E50860,64019111,1020309.37,,
E41593,E50860,64019112,515510.13,,
E41593,E50860,64028163,1212020.36,,
E41593,E50860,64028164,3349835.93,,
E41593,E50860,64028165,1259665.34,,
E41593,E50860,65038237,752277.01,,
E41593,E50860,65038238,3222607.71,,
E41593,E50860,65002840,-2795.99,,
E41593,E50860,65002841,-3782.78,,
E41593,E50860,65002840,23193.82,,
E41593,E50860,65002840,6834962.07,,
E41593,E50860,65002841,10881327.09,,
E41593,E50860,65002849,7434741.71,,
E41593,E50860,21140942,6492.85,,
E41593,E50860,21140942,4110038.33,,
E41593,E50860,21140942,-786.25,,
E41593,E50860,21140941,-2454.3,,
E41593,E50860,21140939,-2294.57,,
E41593,E50860,21140941,28568.73,,
E41593,E50860,21140941,6669455.52,,
E41593,E50860,21140939,9223715.44,,
E41593,E50860,21141274,2839257.36,,
E41593,E50860,21141195,543215.4,,
E41593,E50860,21141222,468000.96,,
E41593,E50860,21141274,336375.69,,
E41593,E50860,21141274,-526.5,,
E41593,E50860,21141222,4074894.81,,
E41593,E50860,21141195,4861167.76,,
E41593,E50860,21009048,26.21,,
E41593,E50860,21008979,8379856.8,,
E41593,E50860,21009048,3340780.02,,
E41593,E50860,21009048,-1208.04,,
E41593,E50860,21008979,-479.69,,
E41593,E50860,21008977,83.15,,
E41593,E50860,65028821,87.78,,
E41593,E50860,21008977,277646.97,,
E41593,E50860,21008977,15171803.27,,
E41593,E50860,21008977,512101.59,,
E41593,E50860,21008977,5493008.16,,
E41593,E50860,65028821,14523.72,,
E41593,E50860,21008977,-77.22,,
E41593,E50860,65028821,3328212.35,,
E41593,E50860,21008977,-82.17,,
E41593,E50860,65024944,703539.14,,
E41593,E50860,65024944,3200815.47,,
E41593,E50860,65024944,-193.47,,
E41593,E50860,21045982,-264.75,,
E41593,E50860,21045983,-3179.88,,
E41593,E50860,65003263,-2379.22,,
E41593,E50860,21045983,4314.07,,
E41593,E50860,65003263,3162364.36,,
E41593,E50860,21045982,547296.45,,
E41593,E50860,21045982,4255308.23,,
E41593,E50860,21045982,17140.52,,
E41593,E50860,21045983,4530613.98,,
E41593,E50860,21045983,1013434.7,,
E41593,E50860,21029749,-421.2,,
E41593,E50860,21029753,-1053,,
E41593,E50860,21029754,-456.3,,
E41593,E50860,21029755,-315.9,,
E41593,E50860,21029749,2816359.55,,
E41593,E50860,21029753,6536962.73,,
